,0
0,1.1414268533147642
1,1.4545609848901582
2,1.7844105334275526
3,1.806217294277977
4,1.8106521694716347
5,1.8147501881847885
6,1.8158745053679515
7,1.9118997969286329
8,3.003574148843395
9,3.0137247213891105
10,3.0861067440312437
11,3.1171653753307624
12,3.4224915118547536
13,3.4588596007771186
14,3.4627150944634235
15,3.546306307753299
16,3.593581377991251
17,3.6287672456422175
18,3.672060816055496
19,3.8540116811244243
20,3.9304660749734053
21,3.942353004238932
22,4.006144104910954
23,4.011033890908394
24,4.077189031603682
25,4.149240487925848
26,4.215546476966545
27,4.305403457427483
28,4.351860165468308
29,4.374853779444919
30,4.405531761986773
31,4.569488418120286
32,4.619268057458574
33,4.730308980502822
34,4.7637543337224315
35,4.849975493466355
36,4.904180046835563
37,6.035643931643819
38,6.086151863442124
39,6.094921685490295
40,6.096455041106375
41,6.106059318569681
42,6.107650808963001
43,6.125479867067616
44,6.15073656382851
45,6.163286032937986
46,6.167147415524913
47,6.205317106283554
48,6.225451217617286
49,6.2571593266277405
50,6.277041198487179
51,6.27721937247863
52,6.287004345275593
53,6.308234140805264
54,6.359742993957725
55,6.463409882324833
56,6.47357570330983
57,6.488043920328936
58,6.499336329914735
59,6.523482123866725
60,6.5445216411172815
61,6.590155018323905
62,6.644306487665101
63,6.697662738655271
64,6.726949220981675
65,6.830760442169264
66,6.887317413340495
67,6.991407487674958
68,7.033268121145139
69,7.163085307269118
70,7.235121364089237
71,7.2445076255304155
72,7.330199613987101
73,7.412313050080688
74,7.46326648671252
75,7.558266369472809
76,7.5867476337541015
77,7.6632983847865255
78,7.703168289655299
79,7.8934659869712025
80,9.006558695644772
81,9.012925174612581
82,9.015338775690383
83,9.057320070434653
84,9.104374206262658
85,9.105187079203917
86,9.125183521936227
87,9.176570690159524
88,9.178273964345783
89,9.186673054570951
90,9.20305670225895
91,9.22074020027116
92,9.240877743596517
93,9.240967236937303
94,9.254123810589439
95,9.269297750215799
96,9.288226304529204
97,9.289539879195116
98,9.305366299810649
99,9.318286641900395
100,9.367707518487418
101,9.372669002294389
102,9.416595107616782
103,9.419838069620715
104,9.422928033761393
105,9.443751322204122
106,9.499533443226383
107,9.519101216918362
108,9.528927172557857
109,9.539413690216913
110,9.580393245093482
111,9.608683108965261
112,9.615997344925713
113,9.625016515428944
114,9.64304253108354
115,9.697131689844841
116,9.706156990137325
117,9.745981289235973
118,9.80903065295018
119,9.810062074126
120,9.810211968286069
121,9.813257222903363
122,9.82407228265646
123,9.828006763364261
124,9.851498872132778
125,9.860024599636834
126,9.860848594335346
127,9.87535320887246
128,9.879140176862181
129,9.907105520689464
130,9.908001038527466
131,9.930654272882181
132,9.95339516454161
133,9.959115450903527
134,9.962189026468241
135,9.969934688146857
136,9.977497958194416
137,12.003680343217903
138,12.016017984400682
139,12.030903983964599
140,12.050234703472293
141,12.057776432438425
142,12.05909895108384
143,12.064031378640326
144,12.064141426128812
145,12.065586168933505
146,12.06923465078643
147,12.071330419542734
148,12.083523256952954
149,12.08664139759581
150,12.102823183726938
151,12.105431476093516
152,12.108289362244767
153,12.113948882802537
154,12.125676671534238
155,12.157750969944795
156,12.161913816113762
157,12.171137128632354
158,12.178706214072708
159,12.180261236784036
160,12.188330770271008
161,12.191884354568165
162,12.205963938503391
163,12.210737594238589
164,12.217256411557042
165,12.22185890637297
166,12.265605347808018
167,12.268943699968748
168,12.270239308002143
169,12.273852668134522
170,12.338206418180537
171,12.349167785338812
172,12.35314563624013
173,12.377820131375795
174,12.38852528684353
175,12.407685611525512
176,12.427422836854339
177,12.440366691883595
178,12.44264141195164
179,12.456723708256586
180,12.465666310720778
181,12.465919097533693
182,12.480628176184648
183,12.490920333056506
184,12.491423514548535
185,12.494804261012995
186,12.505996924603641
187,12.513618897028092
188,12.515349585635857
189,12.533741362952403
190,12.56862089884353
191,12.573087374076161
192,12.583903640443793
193,12.585511846058512
194,12.587069294603898
195,12.589185112080571
196,12.590893398339075
197,12.595485382360051
198,12.618581181676088
199,12.631710749471313
200,12.654269561899225
201,12.659499789831507
202,12.679945331779125
203,12.691658440979811
204,12.701352802318532
205,12.711658815729864
206,12.739986227457422
207,12.795635190304267
208,12.810927590083798
209,12.821642353797134
210,12.838235518388503
211,12.841277429149393
212,12.883230252885745
213,12.88534951041466
214,12.910034563947724
215,12.910052936293003
216,12.917484250864561
217,12.921189486866396
218,12.92120617528112
219,12.92314857790572
220,12.92535844751114
221,12.925635140321694
222,12.926462867706284
223,12.933497398650287
224,12.949453992656524
225,12.951443695693754
226,12.952873985053465
227,12.96283536383064
228,12.968482958309218
229,12.96930900783407
230,12.984694872873229
231,12.988697925670534
232,13.00942648817016
233,13.014485266894408
234,13.01668759786237
235,13.018319489093761
236,13.019180812318421
237,13.019191757081893
238,13.020570570409564
239,13.026962475567576
240,13.032401007930776
241,13.034481180960306
242,13.036870949152263
243,13.0423905695988
244,13.045116143472312
245,13.047543148540566
246,13.04898761133203
247,13.056023396969175
248,13.062673456705618
249,13.069351183198458
250,13.07641759083092
251,13.076674396523273
252,13.085998556927978
253,13.08854760569661
254,13.089908845864196
255,13.092595062151846
256,13.096205138739293
257,13.097029504845418
258,13.106909056974882
259,13.110258121519115
260,13.111889027007097
261,13.113739744641085
262,13.122455349910933
263,13.125465566668312
264,13.127851722525138
265,13.133019074838458
266,13.140660062984429
267,13.144154615882421
268,13.146775839988086
269,13.148824582747089
270,13.148846148617071
271,13.151487481503205
272,13.156405353425571
273,13.157254853861145
274,13.163690013439732
275,13.165752315161827
276,13.167326599057171
